restid,itemname,description,sentence
593, Kui Chai ,Traditional vegetarian fried leak dumplings a so called kui chai  served with Thai ginger sauce,Kui Chai Traditional vegetarian fried leak dumplings a so called kui chai  served with Thai ginger sauce
593,Scallion Pancake,Dip wedges of crisp and golden savory pancakes filled with scallion and sesame seeds into the ginger chilli sauce,Scallion Pancake Dip wedges of crisp and golden savory pancakes filled with scallion and sesame seeds into the ginger chilli sauce
593,Golden Firecracker Salmon Rolls,Spiced fresh salmon rolled in spinach and fried in a crispy wrapper  Served with our signature sweet chili sauce,Golden Firecracker Salmon Rolls Spiced fresh salmon rolled in spinach and fried in a crispy wrapper  Served with our signature sweet chili sauce
593,Combo Jumbo,Try them all kyoza    shumai    golden triangles ns rolls    crab rangoon    ns tofu    chicken sa teh    and shrimps tempura   ,Combo Jumbo Try them all kyoza    shumai    golden triangles ns rolls    crab rangoon    ns tofu    chicken sa teh    and shrimps tempura
593,Kak Salad,Musculin mix salad with authentic Thai peanut sauce comes with boiled egg and crispy wonton chips,Kak Salad Musculin mix salad with authentic Thai peanut sauce comes with boiled egg and crispy wonton chips
593,All Season Salad,Try our light dressing on medley green salad carrot bell peppers mint basil ground peanuts ,All Season Salad Try our light dressing on medley green salad carrot bell peppers mint basil ground peanuts
593,Mango Salad,Gotta try     our homemade carrot dressing comes with fresh juicy mango over musculin mix salad,Mango Salad Gotta try     our homemade carrot dressing comes with fresh juicy mango over musculin mix salad
593,Salad Small Side Order ,Side order salad lettuce tomato cucumber with carrot dressing  not to be combine with meat or tofu ,Salad Small Side Order Side order salad lettuce tomato cucumber with carrot dressing  not to be combine with meat or tofu
593,Tom Yum Hot and Sour Soup ,The most popular Thai hot and sour soup spiced with lemongrass chilli and mushrooms,Tom Yum Hot and Sour Soup The most popular Thai hot and sour soup spiced with lemongrass chilli and mushrooms
593,Sweet Lime Soup,Light and healthy cambodian style soup with pineapples tomatoes celery and fried garlic garnished,Sweet Lime Soup Light and healthy cambodian style soup with pineapples tomatoes celery and fried garlic garnished
593,Rice Soup,Healthy rice soup with fried garlic garnised the best for the cold day ,Rice Soup Healthy rice soup with fried garlic garnised the best for the cold day
593,Ns Soup,Perfectly simmered chicken broth spiced with cinnamon cardamom and star anise ,Ns Soup Perfectly simmered chicken broth spiced with cinnamon cardamom and star anise
593,Pad Thai Zzzz,A markly popular dish for pad Thai fans special pad Thai rice noodle sauteed in zzzz sauce with assorted vegetables ,Pad Thai Zzzz A markly popular dish for pad Thai fans special pad Thai rice noodle sauteed in zzzz sauce with assorted vegetables
593,Tomyum Pad Thai,Invented here at noodle street you can get the best from both worlds special pad Thai noodle sauteed in tomyum paste and steamed vegetables ,Tomyum Pad Thai Invented here at noodle street you can get the best from both worlds special pad Thai noodle sauteed in tomyum paste and steamed vegetables
593,Lomein Xxx,Special stir fried lomein with house sauce and chilli paste peanut spout served with steamed vegetables ,Lomein Xxx Special stir fried lomein with house sauce and chilli paste peanut spout served with steamed vegetables
593,Curry Fried Rice,Fried rice with home style seasoning and spicy curry paste with assorted vegetables ,Curry Fried Rice Fried rice with home style seasoning and spicy curry paste with assorted vegetables
593,Supreme Noodle  Kua Noodle  ,Authentic Thai fried wide noodle served with steamed vegetalbles wonton chip and sweet and sour sauce ,Supreme Noodle  Kua Noodle Authentic Thai fried wide noodle served with steamed vegetalbles wonton chip and sweet and sour sauce
593,Crazzzy Udon,Stir fried udon with roasted chilli paste served with steamed vegetalbles cripspy coconut crums wonton chip and sweet and sour sauce ,Crazzzy Udon Stir fried udon with roasted chilli paste served with steamed vegetalbles cripspy coconut crums wonton chip and sweet and sour sauce
593,Suki,Best noodle soup shrimps scallops calamari and veggie in spicy soup with crystal noodle in hot clay pot  You will crave for more ,Suki Best noodle soup shrimps scallops calamari and veggie in spicy soup with crystal noodle in hot clay pot  You will crave for more
593,Seafood Kimchee Udon Soup,Korean style shrimps scallops and calamari in spicy traditional kim chee soup with wheat udon noodle in hot clay pot ,Seafood Kimchee Udon Soup Korean style shrimps scallops and calamari in spicy traditional kim chee soup with wheat udon noodle in hot clay pot
593,Salmon Curry,Salmon fillet simmered in red curry sauce with basil and vegetables,Salmon Curry Salmon fillet simmered in red curry sauce with basil and vegetables
593,Massaman Curry Chicken ,Rated the most delicious food in the wolrd  Authenthic Thai massaman curry with vegetables peanut potatoes ,Massaman Curry Chicken Rated the most delicious food in the wolrd  Authenthic Thai massaman curry with vegetables peanut potatoes
593,Mango Curry,Light curry sauce simmered with fresh juicy mango and vegetables,Mango Curry Light curry sauce simmered with fresh juicy mango and vegetables
593,Panang Curry,The best curry ever half boneless crispy duck with exotic panang curry coconut milk herbs mushrooms baby corns snow peas topped with sliced almonds   ,Panang Curry The best curry ever half boneless crispy duck with exotic panang curry coconut milk herbs mushrooms baby corns snow peas topped with sliced almonds
593, Khao Soi ,Authentic northern Thai food steamed egg noodle topped with simmerd chicken curry with vegetables and crispy noodle garnished ,Khao Soi Authentic northern Thai food steamed egg noodle topped with simmerd chicken curry with vegetables and crispy noodle garnished
593,Pik King,Sauteed in herbal red sauce with string beans snow peas carrot zucchini peppers topped with cashew nuts,Pik King Sauteed in herbal red sauce with string beans snow peas carrot zucchini peppers topped with cashew nuts
593,Crispy Tamarind Duck,A half boneless crispy duck sauteed with tamarind sweet sour tropical fruit sauce and vegetables ,Crispy Tamarind Duck A half boneless crispy duck sauteed with tamarind sweet sour tropical fruit sauce and vegetables
593,Chili Duck,Stir fried boneless roasted duck in hot chilli paste with pineapple ginger cashew nuts and vegetables,Chili Duck Stir fried boneless roasted duck in hot chilli paste with pineapple ginger cashew nuts and vegetables
593,Fruit Sizzling Crispy Chicken Or Tofu Tempura,The favorite taste of house sauce sauteed with fruit and vegetables medley top on your choice of crispy chicken or tofu tempura,Fruit Sizzling Crispy Chicken Or Tofu Tempura The favorite taste of house sauce sauteed with fruit and vegetables medley top on your choice of crispy chicken or tofu tempura
593,Eggplant Basil,Stir fried eggplant and vegetables in special hot basil sauce,Eggplant Basil Stir fried eggplant and vegetables in special hot basil sauce
593,Tofu Garden,Beloved vegetarians dish steamed tofu and vegetables served with peanut sauce and steamed rice ,Tofu Garden Beloved vegetarians dish steamed tofu and vegetables served with peanut sauce and steamed rice
593,Salmon Teriyaki,Grilled salmon steak with homemade teriyaki sauce served with steamed vegetables,Salmon Teriyaki Grilled salmon steak with homemade teriyaki sauce served with steamed vegetables
593,Seafood Madness,Shrimps scallops calamari and salmon stir fried in hot chili sauce with basil and vegetables served with rice,Seafood Madness Shrimps scallops calamari and salmon stir fried in hot chili sauce with basil and vegetables served with rice
593,Pad Thai Rice Noodle Or Lomein,The most famous stir fried noodle with egg bean sprouts scallion and Ground peanuts,Pad Thai Rice Noodle Or Lomein The most famous stir fried noodle with egg bean sprouts scallion and Ground peanuts
593,See You Wide Noodle Lomein Or Vemicelli,Markly popular noodle stir fried with broccoli and egg in special house sauce,See You Wide Noodle Lomein Or Vemicelli Markly popular noodle stir fried with broccoli and egg in special house sauce
593,Drunken Noodle Wide Noodle Lomein Or Vemicelli,Noodle stir fried with egg and mixed vegetables in hot basil sauce,Drunken Noodle Wide Noodle Lomein Or Vemicelli Noodle stir fried with egg and mixed vegetables in hot basil sauce
593,Yaki,Well known japanese style stir fried noodle with vegetables,Yaki Well known japanese style stir fried noodle with vegetables
593,Boat Trip Soup Or Dry ,Home style chicken broth bean sprouts scallion and cilantro topped with fried garlic,Boat Trip Soup Or Dry Home style chicken broth bean sprouts scallion and cilantro topped with fried garlic
593,Tom Yum,The most famous Thai hot and sour soup spiced with roasted chilli paste lemongrass chilli and mushrooms,Tom Yum The most famous Thai hot and sour soup spiced with roasted chilli paste lemongrass chilli and mushrooms
593,Tom Yum Zappp Soup Or Dry ,It is an another Thai hot and sour style with steamed noodle ground peanuts and fried garlic  For the dry type we might say it is a dry padThai without stir frying in a wok  ,Tom Yum Zappp Soup Or Dry It is an another Thai hot and sour style with steamed noodle ground peanuts and fried garlic  For the dry type we might say it is a dry padThai without stir frying in a wok
593,Ns Soup,The healthy hearthy soup perfect simmered chicken broth spiced with cinnamon cardamom and star anise,Ns Soup The healthy hearthy soup perfect simmered chicken broth spiced with cinnamon cardamom and star anise
593,Sweet Lime,Originated from cambodia soup with tomatoes pineapples celery and fried garlic garnished,Sweet Lime Originated from cambodia soup with tomatoes pineapples celery and fried garlic garnished
593,Rad Na,Noodle stir fried with chinese broccoli in delicious brown gravy,Rad Na Noodle stir fried with chinese broccoli in delicious brown gravy
593,Ns Gravy,Noodle stir fried with assorted peas vegetables in red hot and spicy gravy,Ns Gravy Noodle stir fried with assorted peas vegetables in red hot and spicy gravy
593,Ns Fried Rice,Special house fried rice with egg and assorted vegetables served with fresh cucumber slices,Ns Fried Rice Special house fried rice with egg and assorted vegetables served with fresh cucumber slices
593,Basil Fried Rice,Exotic taste fried rice with egg fresh basil and assorted vegetables a must for spicy lovers,Basil Fried Rice Exotic taste fried rice with egg fresh basil and assorted vegetables a must for spicy lovers
593,Mango Fried Rice,Popular fried rice with tropical fresh juicy mango ginger egg and assorted vegetables,Mango Fried Rice Popular fried rice with tropical fresh juicy mango ginger egg and assorted vegetables
593,Roasted Chili Fried Rice,Ancient recipe fried rice in roasted chilli sauce egg cashews and vegetables an unforgetable dish,Roasted Chili Fried Rice Ancient recipe fried rice in roasted chilli sauce egg cashews and vegetables an unforgetable dish
593,Pineapple Fried Rice,Fried rice with pineapple raisins egg and assorted vegetables,Pineapple Fried Rice Fried rice with pineapple raisins egg and assorted vegetables
593,Oyster,,
593,Cashew Nuts,,
593,Spicy Basil,,
593,Ginger and Scallion,,
593,Szechwan,,
593,Sweet And Sour,,
593,Korean Sauce,,
593,Chicken Pork Tofu,,
593,Beef Chopped Pork Chopped Chicken,,
593,Crispy Chicken,,
593,Shrimps Scallops Calamari,,
593,Roasted Duck Seafood Shrimps Scallops Calamari ,,
593,Hot Cold,Fried Ice Cream,Hot Cold Fried Ice Cream
593,Banana In Alaska,,
593,Oreo Ice Cream Cake,,
593,Smoothies Slushes Boba Tea,It Rocks ,Smoothies Slushes Boba Tea It Rocks
593,Culture Shock, Strawberry wildberry guava ,Culture Shock Strawberry wildberry guava
593,Bangkok Paradise, Mango guava ice cream ,Bangkok Paradise Mango guava ice cream
593,Mocha Jamocha, Cappuccino chocolate ice cream ,Mocha Jamocha Cappuccino chocolate ice cream
593,Berry Gone Wild, Wildberry  banana ice cream ,Berry Gone Wild Wildberry  banana ice cream
593,Banaberry Razzler, Strawberry banana ice cream ,Banaberry Razzler Strawberry banana ice cream
593,My Yummy Smoothies,Create your own smoothies by choosing up to flavors mango strawberry banana wildberry guava and ice cream,My Yummy Smoothies Create your own smoothies by choosing up to flavors mango strawberry banana wildberry guava and ice cream
593,Cranberry Juice Apple Juice Pineapple Juice,,
593,Lemonade,,
593,Mango Juice Guava Juice Limeade Juice,,
593,Lychee Juice,,
593,Fresh Squeezes Limeade,,
593,Soda By Bottle ,Coke diet coke sprite orange soda soda,Soda By Bottle Coke diet coke sprite orange soda soda
593,Soda By Can ,Coke diet coke sprite,Soda By Can Coke diet coke sprite
593,Thai Iced Tea Thai Iced Coffee,,
593,Shirley Temple,,
593,Spring Water,,
593,Hot Drinks With Refill ,Thai tea greentea jasmine tea ginger tea coffee,Hot Drinks With Refill Thai tea greentea jasmine tea ginger tea coffee
593,Fried Ice Cream,,
593,Mango And Sticky Rice,,
593,Ice Cream And Sweet Sticky Rice,,
593,Banana In Alaska,,
593,Oreo Ice Cream Cake,,
593,Peanut Sauce,,
593,White Rice Rice Noodle,,
593,Lomein,,
593,Brown Rice Wide Noodle,,
593,Sticky Rice,,
593,Udon Soba,,
593,Steamed Vegetables,,
594,Crispy Calamari,Quickly fried with cherry peppers until crispy and served with marinara sauce,Crispy Calamari Quickly fried with cherry peppers until crispy and served with marinara sauce
594,Maryland Lump Crab Cake,Joe s special recipe crab cake served with cole slaw and tartar sauce,Maryland Lump Crab Cake Joe s special recipe crab cake served with cole slaw and tartar sauce
594,Jumbo Shrimp Cocktail,served with Joe s spicy cocktail sauce each ,Jumbo Shrimp Cocktail served with Joe s spicy cocktail sauce each
594,Macaroni and Cheese,Rich and creamy with a toasted crumb topping,Macaroni and Cheese Rich and creamy with a toasted crumb topping
594,Original Nachos,Crisp tortilla chips covered with melted jack and cheddar cheeses green onions and spicy salsa,Original Nachos Crisp tortilla chips covered with melted jack and cheddar cheeses green onions and spicy salsa
594,Nachos Grande,our Original Nachos with spicy chili tomatoes guacamole and sour cream,Nachos Grande our Original Nachos with spicy chili tomatoes guacamole and sour cream
594,Vidalia Onion Strings,Crispy onions served with honey barbecue sauce,Vidalia Onion Strings Crispy onions served with honey barbecue sauce
594,Joe s Buffalo Tenderloins,With traditional hot sauce blue cheese dressing and celery sticks,Joe s Buffalo Tenderloins With traditional hot sauce blue cheese dressing and celery sticks
594,Chicken Quesadilla,filled with Joe s salsa and jack cheese and served with lettuce tomatoes fresh guacamole and sour cream,Chicken Quesadilla filled with Joe s salsa and jack cheese and served with lettuce tomatoes fresh guacamole and sour cream
594,Spinach and Artichoke Dip,Served in a bubbling hot casserole dish with toasted pita carrots celery and tortilla chips,Spinach and Artichoke Dip Served in a bubbling hot casserole dish with toasted pita carrots celery and tortilla chips
